id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
640364,Landing Page Submission,Google,No,No,1,3.0,694,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640331,Landing Page Submission,Google,No,No,0,3.0,1730,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640325,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640308,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640295,Lead Add Form,Reference,No,No,1,,1212,,,Finance Management,Student,No,No,No,No,No,No,14.0,20.0,No
640278,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640266,API,Google,No,No,0,1.0,54,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640258,Landing Page Submission,Direct Traffic,No,No,1,2.0,114,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
640256,Landing Page Submission,Google,No,No,1,4.0,464,2.0,Email Opened,Retail Management,Student,No,No,No,No,No,No,14.0,20.0,Yes
640238,Landing Page Submission,Organic Search,No,No,0,14.0,255,7.0,Chat Conversation,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
640235,Landing Page Submission,Direct Traffic,No,No,0,2.0,568,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,13.0,14.0,Yes
640222,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640205,Lead Add Form,Reference,No,No,1,7.0,866,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,19.0,No
640177,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640149,Landing Page Submission,Google,No,No,1,5.0,314,5.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,16.0,No
640135,Landing Page Submission,Google,No,No,1,4.0,1046,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
640133,API,Google,No,No,0,3.0,89,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640127,Landing Page Submission,Direct Traffic,No,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
640120,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Rural and Agribusiness,Student,No,No,No,No,No,No,14.0,16.0,No
640115,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640112,API,Google,No,No,0,2.0,340,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
640107,Landing Page Submission,Google,No,No,0,4.0,1522,4.0,Email Link Clicked,Business Administration,,No,No,No,No,No,No,14.0,17.0,No
640096,API,Google,No,No,1,3.0,92,1.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
640057,Landing Page Submission,Google,No,No,1,10.0,147,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
640041,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
640040,Landing Page Submission,Google,No,No,1,3.0,1298,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
640035,Landing Page Submission,Google,No,No,1,9.0,128,4.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
640032,Landing Page Submission,Google,No,No,0,4.0,1614,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640025,API,Organic Search,No,No,0,5.0,271,1.25,Email Opened,Healthcare Management,,No,No,No,No,No,No,13.0,11.0,Yes
640021,API,Google,No,No,0,2.0,344,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640009,Landing Page Submission,Google,No,No,0,5.0,301,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
640007,API,Google,No,No,0,1.0,200,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
639981,API,Google,No,No,0,4.0,1065,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,12.0,13.0,Yes
639977,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
639937,API,Google,No,No,0,2.0,371,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639895,Landing Page Submission,Google,Yes,No,0,5.0,1313,1.67,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639881,Landing Page Submission,Google,Yes,No,0,5.0,1287,2.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639874,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639869,Landing Page Submission,Direct Traffic,No,No,0,3.0,413,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639866,Landing Page Submission,Direct Traffic,No,No,1,9.0,382,4.5,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
639859,Landing Page Submission,Organic Search,No,No,1,3.0,312,1.5,Email Link Clicked,Services Excellence,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
639858,Landing Page Submission,Organic Search,Yes,No,0,3.0,1629,3.0,Unsubscribed,Travel and Tourism,,No,No,No,No,No,No,11.0,16.0,Yes
639824,Landing Page Submission,Direct Traffic,No,No,1,13.0,998,2.17,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,16.0,15.0,Yes
639772,Landing Page Submission,Direct Traffic,No,No,0,7.0,151,1.4,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,18.0,No
639754,Landing Page Submission,Google,No,No,0,3.0,1157,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639722,Landing Page Submission,Direct Traffic,No,No,1,3.0,1087,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639710,API,Google,No,No,1,3.0,992,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639709,API,Google,No,No,0,1.0,176,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
639685,Landing Page Submission,Google,No,No,0,2.0,1269,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639620,Landing Page Submission,Google,No,No,1,8.0,1391,2.67,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
639615,Landing Page Submission,Google,No,No,0,5.0,415,5.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,16.0,No
639603,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
639589,API,Google,No,No,0,2.0,158,1.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,11.0,14.0,No
639585,Landing Page Submission,Direct Traffic,No,No,0,4.0,82,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
639583,Landing Page Submission,Organic Search,No,No,1,7.0,1242,3.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639580,Landing Page Submission,Direct Traffic,No,No,0,4.0,1236,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639577,API,Google,No,No,1,2.0,1696,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639575,API,Chat,No,No,0,2.0,267,1.0,Form Submitted on Website,Media and Advertising,,No,No,No,No,No,No,14.0,15.0,Yes
639571,Landing Page Submission,Organic Search,No,No,1,4.0,344,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
639547,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639528,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639509,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639507,API,Google,No,No,1,2.0,915,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639504,API,Google,No,No,1,2.0,1196,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639471,API,Google,No,No,1,3.0,25,3.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,13.0,15.0,No
639464,Landing Page Submission,Organic Search,No,No,0,4.0,229,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,16.0,No
639460,Landing Page Submission,Google,No,No,0,6.0,422,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
639458,API,Organic Search,No,No,1,7.0,998,1.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639455,API,Google,No,No,1,3.0,1557,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,16.0,No
639449,Landing Page Submission,Google,No,No,1,7.0,1380,7.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
639434,API,Google,No,No,0,2.0,884,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639408,Landing Page Submission,Google,No,No,1,7.0,940,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
639391,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639376,Landing Page Submission,Google,No,No,1,3.0,1030,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
639359,Landing Page Submission,Direct Traffic,No,No,0,7.0,522,7.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,Yes
639358,Landing Page Submission,Google,No,No,0,10.0,1159,2.5,Page Visited on Website,Finance Management,,No,No,No,No,No,No,15.0,17.0,No
639343,Landing Page Submission,Organic Search,No,No,0,6.0,1243,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
639342,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639333,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Student,No,No,No,No,No,No,15.0,16.0,No
639324,Landing Page Submission,Google,No,No,0,2.0,151,2.0,SMS Sent,,,No,No,No,No,No,No,13.0,17.0,No
639321,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
639320,API,Google,No,No,1,2.0,1025,2.0,Form Submitted on Website,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639312,Landing Page Submission,Organic Search,No,No,1,16.0,1804,2.67,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
639311,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639304,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
639298,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
639297,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639296,Landing Page Submission,Direct Traffic,No,No,1,4.0,1425,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
639293,Landing Page Submission,Direct Traffic,No,No,0,6.0,34,3.0,Unreachable,IT Projects Management,,No,No,No,No,No,No,13.0,13.0,Yes
639288,Lead Add Form,Reference,No,No,1,,1413,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639246,Lead Add Form,Reference,No,No,1,,1261,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639215,API,Google,No,No,1,2.0,1113,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639214,Landing Page Submission,Google,No,No,1,5.0,651,2.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
639211,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639205,API,Google,No,No,0,2.0,433,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
639204,API,Google,No,No,0,2.0,910,1.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639201,Landing Page Submission,Google,No,No,0,5.0,8,2.5,SMS Sent,Operations Management,,No,No,No,No,No,No,13.0,17.0,No
639195,Landing Page Submission,Google,No,No,0,4.0,310,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
639181,Lead Add Form,Reference,Yes,No,1,,1606,,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
639150,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639137,Landing Page Submission,Google,No,No,0,4.0,10,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
639134,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639133,API,Google,No,No,1,3.0,1376,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639099,Lead Add Form,Reference,No,No,1,2.0,961,2.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
639079,API,Chat,Yes,No,1,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
639056,Landing Page Submission,Organic Search,No,No,1,5.0,1728,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
639055,Landing Page Submission,Google,No,No,1,3.0,1713,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639044,API,Google,No,No,0,2.0,393,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639020,API,Google,No,No,1,4.0,1279,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639019,Landing Page Submission,Direct Traffic,No,No,0,4.0,99,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639017,API,Google,No,No,0,2.0,1161,2.0,Page Visited on Website,,,No,No,No,No,No,No,13.0,15.0,No
638993,Landing Page Submission,Google,No,No,1,5.0,1421,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
638954,API,Google,No,No,1,12.0,830,2.4,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
638937,Landing Page Submission,Google,No,No,0,5.0,1027,5.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,No
638934,Landing Page Submission,Direct Traffic,No,No,0,5.0,1757,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638889,Landing Page Submission,Direct Traffic,No,No,0,3.0,1873,1.5,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
638885,Landing Page Submission,Direct Traffic,No,No,0,2.0,281,2.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
638862,Landing Page Submission,Direct Traffic,No,No,0,5.0,94,5.0,SMS Sent,,,No,No,No,No,No,No,16.0,17.0,No
638858,API,Google,No,No,0,5.0,118,5.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
638855,Landing Page Submission,Direct Traffic,No,No,0,3.0,182,3.0,SMS Sent,Retail Management,,No,No,No,No,No,No,14.0,17.0,Yes
638770,API,Google,No,No,0,1.0,257,1.0,Unreachable,,,No,No,No,No,No,No,13.0,15.0,No
638764,Landing Page Submission,Google,No,No,1,5.0,3,2.5,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
638761,Landing Page Submission,Google,No,No,0,3.0,264,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638686,Landing Page Submission,Google,No,No,1,3.0,354,3.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,17.0,No
638674,Landing Page Submission,Google,No,No,0,5.0,740,2.5,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
638668,Landing Page Submission,Direct Traffic,Yes,No,0,55.0,297,55.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,17.0,13.0,Yes
638626,API,Chat,No,No,1,4.0,40,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
638616,API,Chat,No,No,0,3.0,406,1.5,Email Link Clicked,IT Projects Management,Unemployed,No,No,No,No,No,No,9.0,11.0,Yes
638583,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
638526,Landing Page Submission,Google,No,No,1,7.0,70,7.0,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
638518,API,Google,No,No,1,4.0,1494,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,17.0,No
638505,API,Google,No,No,1,3.0,739,3.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,15.0,18.0,No
638488,Landing Page Submission,Direct Traffic,No,No,1,2.0,835,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
638481,API,Direct Traffic,No,No,0,5.0,129,2.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638468,Landing Page Submission,Direct Traffic,No,No,0,5.0,129,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
638453,Landing Page Submission,Google,No,No,0,4.0,266,4.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,14.0,15.0,No
638451,Landing Page Submission,Google,No,No,0,3.0,260,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
638430,API,Google,No,No,0,2.0,200,2.0,Email Link Clicked,,,No,No,No,No,No,No,13.0,15.0,No
638390,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,16.0,No
638374,Landing Page Submission,Organic Search,No,No,1,3.0,209,3.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,20.0,Yes
638355,API,Google,No,No,0,2.0,1099,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638325,Landing Page Submission,Direct Traffic,No,No,0,3.0,143,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No
638321,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
638316,Landing Page Submission,Google,Yes,No,0,7.0,720,3.5,Unsubscribed,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
638274,Landing Page Submission,Google,No,No,0,18.0,1428,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,18.0,15.0,Yes
638220,Landing Page Submission,Direct Traffic,No,No,0,2.0,447,2.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,15.0,16.0,Yes
638198,API,Google,No,No,0,3.0,355,3.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,14.0,14.0,No
638197,Landing Page Submission,Direct Traffic,No,No,0,3.0,313,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
638180,API,Chat,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,15.0,No
638149,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638121,API,Direct Traffic,No,No,1,8.0,568,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
638078,Landing Page Submission,Direct Traffic,No,No,0,2.0,317,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
638076,API,Direct Traffic,No,No,0,10.0,1082,3.33,Chat Conversation,Marketing Management,Other,No,No,No,No,No,No,15.0,14.0,No
638072,Landing Page Submission,Google,No,No,0,5.0,36,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
638046,Landing Page Submission,Direct Traffic,No,No,1,11.0,1027,5.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
638028,Landing Page Submission,Organic Search,Yes,No,0,3.0,1129,3.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
638023,Landing Page Submission,Organic Search,No,No,0,4.0,1410,4.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
638022,Landing Page Submission,Direct Traffic,No,No,0,2.0,130,2.0,Unreachable,Business Administration,,No,No,No,No,No,No,12.0,18.0,Yes
638014,Landing Page Submission,Google,No,No,1,7.0,751,7.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637995,Landing Page Submission,Direct Traffic,No,No,0,10.0,349,10.0,SMS Sent,,,No,No,No,No,No,No,14.0,17.0,No
637980,Landing Page Submission,Direct Traffic,No,No,1,4.0,1514,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
637978,Landing Page Submission,Google,No,No,0,3.0,1993,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
637962,Landing Page Submission,Organic Search,No,No,1,5.0,33,2.5,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
637957,Landing Page Submission,Google,No,No,0,4.0,636,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,14.0,No
637954,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
637953,Landing Page Submission,Direct Traffic,No,No,1,14.0,1336,2.8,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,Yes
637936,Landing Page Submission,Direct Traffic,No,No,1,4.0,985,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
637929,API,Google,No,No,1,2.0,1556,1.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
637909,Landing Page Submission,Google,No,No,1,4.0,701,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
637904,API,Google,No,No,0,1.0,249,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
637880,API,Google,No,No,0,3.0,114,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637878,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
637866,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637858,Landing Page Submission,Google,No,No,0,4.0,346,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637856,Landing Page Submission,Google,No,No,0,5.0,1278,2.5,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
637854,Landing Page Submission,Google,No,No,1,5.0,1204,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
637847,Landing Page Submission,Organic Search,No,No,0,7.0,136,7.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,14.0,No
637844,Landing Page Submission,Direct Traffic,No,No,0,1.0,102,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
637842,Landing Page Submission,Google,No,No,0,5.0,228,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
637839,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637835,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
637829,Landing Page Submission,Direct Traffic,No,No,1,3.0,1039,3.0,SMS Sent,Hospitality Management,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
637819,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637818,API,Google,No,No,1,2.0,872,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637794,Landing Page Submission,Direct Traffic,No,No,1,4.0,300,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
637789,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
637771,API,Google,No,No,1,2.0,1567,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
637766,Landing Page Submission,Direct Traffic,No,No,1,2.0,1677,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
637759,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
637705,API,Google,No,No,0,3.0,52,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
637687,API,Google,No,No,0,2.0,559,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637675,Landing Page Submission,Google,No,No,0,4.0,439,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,No
637666,Landing Page Submission,Direct Traffic,No,No,0,3.0,382,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,Yes
637662,Landing Page Submission,Google,No,No,1,5.0,1008,5.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
637661,API,Google,No,No,0,4.0,53,2.0,Page Visited on Website,,,No,No,No,No,No,No,14.0,15.0,No
