id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
587378,Landing Page Submission,Google,No,No,1,3.0,1396,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
592683,Landing Page Submission,Direct Traffic,No,No,1,5.0,1290,1.67,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
588844,Landing Page Submission,Direct Traffic,No,No,1,4.0,812,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
626693,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,24,2.0,Unreachable,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
624353,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
617610,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
587471,Landing Page Submission,Google,No,No,0,4.0,166,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
599140,Landing Page Submission,Google,No,No,0,4.0,102,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
605331,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
581159,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
628153,API,Google,Yes,No,0,2.0,27,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
627706,Landing Page Submission,Direct Traffic,No,No,1,2.0,1770,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
595399,Landing Page Submission,Direct Traffic,No,No,0,2.0,197,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
581254,Landing Page Submission,Direct Traffic,No,No,1,25.0,1569,2.08,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,16.0,20.0,Yes
653858,API,Organic Search,No,No,0,7.0,47,7.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
587880,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
615466,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,837,2.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
605073,Landing Page Submission,Direct Traffic,No,No,0,4.0,329,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
601850,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,225,5.0,Page Visited on Website,Rural and Agribusiness,,No,No,No,No,No,No,,,Yes
645330,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
583104,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
651545,Landing Page Submission,Google,No,No,0,5.0,87,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
606410,API,Direct Traffic,No,No,1,2.0,1279,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
586156,API,Organic Search,Yes,No,1,4.0,1315,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,13.0,No
617482,Landing Page Submission,Organic Search,No,No,0,3.0,151,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
657823,API,Direct Traffic,No,No,1,5.0,1837,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
641619,API,Organic Search,No,No,0,2.0,84,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
659263,API,Organic Search,No,No,1,3.0,1207,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
615473,Landing Page Submission,Organic Search,Yes,No,0,7.0,542,3.5,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
641251,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
620883,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
640081,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640809,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
605074,Landing Page Submission,Direct Traffic,No,No,0,2.0,334,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
614036,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
615108,Landing Page Submission,Google,No,No,0,6.0,74,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
635601,Landing Page Submission,Google,No,No,0,4.0,324,4.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,14.0,20.0,No
654914,Landing Page Submission,Direct Traffic,No,No,0,5.0,357,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
646191,Landing Page Submission,Google,No,No,1,2.0,230,2.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,14.0,13.0,No
640818,Landing Page Submission,Direct Traffic,No,No,0,2.0,1419,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
605303,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
596901,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
613797,Landing Page Submission,Organic Search,No,No,1,5.0,519,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
615507,Landing Page Submission,Google,No,No,1,3.0,872,3.0,Unreachable,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
594387,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
587520,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,210,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes
583170,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,167,1.0,Email Bounced,,,No,No,No,No,No,No,15.0,17.0,No
654934,Landing Page Submission,Google,No,No,0,2.0,125,2.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
630736,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
587543,Landing Page Submission,Organic Search,Yes,No,0,4.0,203,4.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
601116,Landing Page Submission,Direct Traffic,No,No,0,3.0,1331,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
631375,API,Google,No,No,0,4.0,183,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
644881,API,Direct Traffic,No,No,0,20.0,1165,2.5,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
624544,API,Organic Search,No,No,1,6.0,1401,2.0,Email Opened,Media and Advertising,Housewife,No,No,No,No,No,No,,,No
587710,Landing Page Submission,Organic Search,No,No,0,3.0,491,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
645967,Landing Page Submission,Organic Search,No,No,0,5.0,61,5.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,14.0,14.0,Yes
637914,API,Google,No,No,0,5.0,219,2.5,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
626895,Landing Page Submission,Google,No,No,0,7.0,383,2.33,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
597954,Landing Page Submission,Direct Traffic,No,No,0,2.0,142,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
583745,Landing Page Submission,Direct Traffic,No,No,1,2.0,1635,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
655206,API,Referral Sites,No,No,0,4.0,396,2.0,Email Opened,,,No,No,No,No,No,No,13.0,13.0,No
636317,Landing Page Submission,Organic Search,No,No,1,2.0,969,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
606560,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
582721,Landing Page Submission,Google,No,No,0,4.0,18,4.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,12.0,18.0,Yes
620326,API,Direct Traffic,No,No,1,16.0,1482,1.23,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
623548,API,Google,No,No,1,2.0,1450,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
610441,Landing Page Submission,Direct Traffic,No,No,0,1.0,343,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
606961,Landing Page Submission,Referral Sites,Yes,No,0,115.0,187,8.21,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
628580,API,Google,No,No,0,5.0,150,1.67,Chat Conversation,,,No,No,No,No,No,No,,,No
624563,Landing Page Submission,Google,No,No,0,7.0,15,2.33,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
592940,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
623134,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
629468,API,Organic Search,No,No,1,4.0,1600,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
590845,Landing Page Submission,Direct Traffic,No,No,1,3.0,1306,3.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
600414,Landing Page Submission,Direct Traffic,No,No,0,3.0,605,3.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,,,Yes
597943,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606927,API,Chat,No,No,0,1.0,1317,1.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,,,No
596002,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
626970,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604281,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
649862,API,Chat,No,No,1,2.0,1134,1.0,SMS Sent,Marketing Management,Student,No,No,No,No,No,No,15.0,16.0,No
643788,API,Google,No,No,0,2.0,360,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
618332,Landing Page Submission,Google,No,No,1,3.0,1367,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
582135,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
609697,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
652655,Landing Page Submission,Direct Traffic,No,No,0,2.0,11,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,13.0,15.0,Yes
641386,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
615713,API,Google,No,No,0,4.0,146,1.0,Email Opened,,,No,No,No,No,No,No,,,No
598891,Landing Page Submission,Direct Traffic,No,No,1,5.0,1694,1.67,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
585475,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
653452,Landing Page Submission,Google,No,No,0,3.0,1191,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
598757,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
603138,Landing Page Submission,Direct Traffic,No,No,0,3.0,96,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
582296,Landing Page Submission,Google,No,No,1,4.0,1268,4.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,18.0,No
658458,Landing Page Submission,Google,No,No,0,3.0,192,3.0,Email Opened,International Business,,No,No,No,No,No,No,14.0,17.0,No
611948,Landing Page Submission,Direct Traffic,No,No,1,3.0,370,3.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
640219,API,Google,No,No,0,3.0,1628,1.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
614630,Landing Page Submission,Direct Traffic,No,No,0,1.0,45,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
621535,Landing Page Submission,Google,No,No,0,3.0,405,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
592372,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
626450,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
645545,Landing Page Submission,Direct Traffic,No,No,0,7.0,252,2.33,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
607148,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
640707,Landing Page Submission,Direct Traffic,No,No,0,2.0,11,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
654184,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
590115,Landing Page Submission,Google,Yes,No,0,3.0,1158,3.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,12.0,17.0,No
624434,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
624357,Landing Page Submission,Google,Yes,No,0,3.0,383,3.0,Unsubscribed,Business Administration,Unemployed,No,No,No,No,No,No,,,No
606750,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
601187,Landing Page Submission,Direct Traffic,No,No,0,8.0,629,4.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
651736,API,Google,No,No,0,1.0,258,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
594161,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,712,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
626890,Landing Page Submission,Organic Search,No,No,1,8.0,1015,2.67,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,15.0,17.0,Yes
640502,Landing Page Submission,Google,Yes,No,0,5.0,889,5.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,15.0,17.0,No
615386,Landing Page Submission,Google,No,No,1,5.0,763,5.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
583666,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
641907,API,Google,No,No,0,2.0,1303,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
647902,Landing Page Submission,Google,No,No,0,4.0,48,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
611225,Lead Add Form,Reference,No,No,1,,1168,,,Select,Unemployed,No,No,No,No,No,No,,,No
586857,Landing Page Submission,Organic Search,No,No,0,5.0,157,5.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
646729,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
586071,Landing Page Submission,Direct Traffic,No,No,0,3.0,342,3.0,Page Visited on Website,Business Administration,Student,No,No,No,No,No,No,11.0,18.0,Yes
616885,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
590388,Landing Page Submission,Organic Search,No,No,1,4.0,300,2.0,SMS Sent,Media and Advertising,Working Professional,No,No,No,No,No,No,13.0,17.0,Yes
638184,API,Google,No,No,1,6.0,1134,6.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
613965,API,Organic Search,No,No,1,8.0,1651,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
599571,Landing Page Submission,Direct Traffic,No,No,0,5.0,391,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
615501,Landing Page Submission,Direct Traffic,No,No,0,2.0,817,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
617613,Landing Page Submission,Google,No,No,1,6.0,865,6.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,No
591651,Landing Page Submission,Direct Traffic,No,No,0,3.0,1421,3.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,11.0,19.0,Yes
653292,API,Referral Sites,No,No,0,10.0,198,3.33,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
660681,Landing Page Submission,Google,No,No,1,2.0,1428,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,15.0,18.0,No
648423,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
596651,Landing Page Submission,Organic Search,No,No,0,7.0,168,3.5,Page Visited on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
617817,Landing Page Submission,Direct Traffic,No,No,0,3.0,341,1.5,Chat Conversation,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
581322,API,Chat,No,No,1,2.0,103,1.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
587028,Landing Page Submission,Google,No,No,1,3.0,1381,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
592563,Landing Page Submission,Direct Traffic,No,No,0,2.0,339,2.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,16.0,17.0,Yes
580595,Landing Page Submission,Google,No,No,1,11.0,1850,5.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes
640108,API,Google,No,No,1,2.0,1349,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653763,Landing Page Submission,Google,No,No,0,4.0,353,4.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,14.0,13.0,No
629447,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
623457,Landing Page Submission,Direct Traffic,No,No,0,3.0,138,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
579889,Landing Page Submission,Google,No,No,1,5.0,1113,5.0,SMS Sent,Finance Management,,No,No,No,No,No,No,16.0,17.0,No
645530,API,Google,No,No,1,2.0,1108,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
602689,Landing Page Submission,Google,No,No,0,4.0,114,4.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
633941,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
638356,API,Google,No,No,0,6.0,648,6.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603669,Lead Add Form,Reference,No,No,0,,31,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
659437,API,Google,No,No,1,3.0,165,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
586552,API,Direct Traffic,No,No,1,2.0,1678,2.0,Had a Phone Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
640398,API,Google,Yes,No,0,3.0,1302,3.0,Email Bounced,,,No,No,No,No,No,No,12.0,15.0,No
587059,API,Organic Search,No,No,0,5.0,311,1.25,Page Visited on Website,,,No,No,No,No,No,No,17.0,15.0,No
656527,API,Referral Sites,No,No,0,5.0,809,5.0,Page Visited on Website,,,No,No,No,No,No,No,14.0,13.0,No
627354,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
606186,Landing Page Submission,Direct Traffic,No,No,0,3.0,404,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
623366,Landing Page Submission,Direct Traffic,No,No,0,4.0,298,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
587293,API,Google,No,No,0,2.0,1570,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
619500,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
617272,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
629371,Landing Page Submission,Direct Traffic,No,No,0,2.0,109,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
604038,Landing Page Submission,Direct Traffic,No,No,0,2.0,70,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
631307,API,Google,No,No,0,1.0,247,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
641850,Landing Page Submission,Google,No,No,1,3.0,845,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
643807,API,Google,No,No,0,2.0,416,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
656381,Landing Page Submission,Direct Traffic,No,No,0,3.0,1346,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,Yes
604363,Landing Page Submission,Direct Traffic,No,No,1,3.0,1277,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
607173,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
613398,Landing Page Submission,Direct Traffic,No,No,1,6.0,1399,6.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
589885,Landing Page Submission,Direct Traffic,No,No,0,2.0,949,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
626068,Landing Page Submission,Direct Traffic,No,No,0,4.0,295,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
656945,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,13.0,No
595176,Landing Page Submission,Google,No,No,0,3.0,135,1.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
592725,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,38,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,13.0,16.0,No
594407,API,Organic Search,No,No,1,3.0,1228,1.5,SMS Sent,,,No,No,No,No,No,No,,,No
602358,Landing Page Submission,Google,No,No,0,4.0,1078,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
658081,API,Direct Traffic,No,No,0,7.0,1051,3.5,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
598323,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
651517,Landing Page Submission,Google,No,No,0,3.0,829,1.5,Converted to Lead,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
642855,Landing Page Submission,Google,No,No,0,6.0,361,6.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
620979,Landing Page Submission,Google,No,No,1,7.0,875,1.75,Email Link Clicked,Retail Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
639636,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,19.0,No
657220,Landing Page Submission,Google,No,No,0,11.0,1189,11.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
599068,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
659345,API,Organic Search,No,No,0,4.0,1248,1.33,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
596625,Landing Page Submission,Direct Traffic,No,No,1,4.0,1530,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
622433,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633361,Landing Page Submission,Organic Search,No,No,0,3.0,1003,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
654886,API,Google,No,No,0,8.0,717,2.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,15.0,No
595555,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
601071,Landing Page Submission,Organic Search,Yes,No,0,7.0,204,3.5,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,Yes
614268,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,154,3.0,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,No
583698,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
595073,Landing Page Submission,Google,No,No,1,4.0,887,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
625188,API,Organic Search,No,No,0,2.0,33,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
596164,Landing Page Submission,Direct Traffic,No,No,0,2.0,7,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
604403,Landing Page Submission,Google,No,No,0,6.0,46,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
654027,API,Google,No,Yes,1,9.0,1482,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
633407,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
612000,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
646838,Landing Page Submission,Direct Traffic,No,No,0,2.0,6,2.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
636410,Landing Page Submission,Direct Traffic,No,No,0,2.0,360,2.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,10.0,17.0,No
646363,API,Google,No,No,0,3.0,491,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
595759,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587916,Lead Add Form,Reference,No,No,1,,903,,,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
588264,API,Google,Yes,No,1,2.0,1465,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
608257,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
633680,API,Google,No,No,1,3.0,252,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
